drug_mention,fact_id,source_id,page,line_start,line_end,drug_page,disease_page,chapter,heading
甲氧苄啶,SFDUT1-TX-0327,SRC-0089,78,1939,1939,DRUG-022-sulfonamide-trimethoprim.md,,第四章,(2）制剂
磺胺,SFDUT1-TX-0329,SRC-0089,78,1946,1946,DRUG-034-sulfonamides.md,DIS-058-toxoplasmosis-protozoa.md,第四章,2. 磺胺间甲氧嘧啶（SMM，磺胺-6-甲氧嘧啶，制菌磺）
磺胺,SFDUT1-TX-0330,SRC-0089,78,1947,1947,DRUG-034-sulfonamides.md,,第四章,2. 磺胺间甲氧嘧啶（SMM，磺胺-6-甲氧嘧啶，制菌磺）
磺胺,SFDUT1-TX-0331,SRC-0089,78,1951,1951,DRUG-034-sulfonamides.md,,第四章,3. 磺胺氯达嗪钠（SCP）
磺胺,SFDUT1-TX-0332,SRC-0089,78,1956,1956,DRUG-034-sulfonamides.md,,第四章,3. 磺胺氯达嗪钠（SCP）
强力霉素,SFDUT1-TX-0333,SRC-0089,78,1958,1958,DRUG-021-doxycycline.md,,第四章,3. 磺胺氯达嗪钠（SCP）
磺胺,SFDUT1-TX-0333,SRC-0089,78,1958,1958,DRUG-034-sulfonamides.md,,第四章,3. 磺胺氯达嗪钠（SCP）
磺胺,SFDUT1-TX-0335,SRC-0089,79,1966,1966,DRUG-034-sulfonamides.md,,第四章,(2）制剂
磺胺,SFDUT1-TX-0336,SRC-0089,79,1967,1967,DRUG-034-sulfonamides.md,,第四章,(2）制剂
磺胺,SFDUT1-TX-0337,SRC-0089,79,1972,1972,DRUG-034-sulfonamides.md,,第四章,5. 磺胺噻唑（ST）
磺胺,SFDUT1-TX-0338,SRC-0089,79,1976,1976,DRUG-034-sulfonamides.md,,第四章,6. 磺胺甲噁唑（SMZ，新诺明，磺胺甲基异噁唑）
磺胺,SFDUT1-TX-0339,SRC-0089,79,1982,1982,DRUG-034-sulfonamides.md,,第四章,7. 磺胺对甲氧嘧啶（SMD，磺胺-5-甲氧嘧啶，消炎磺）
甲氧苄啶,SFDUT1-TX-0339,SRC-0089,79,1982,1982,DRUG-022-sulfonamide-trimethoprim.md,,第四章,7. 磺胺对甲氧嘧啶（SMD，磺胺-5-甲氧嘧啶，消炎磺）
二甲氧苄啶,SFDUT1-TX-0339,SRC-0089,79,1982,1982,,,第四章,7. 磺胺对甲氧嘧啶（SMD，磺胺-5-甲氧嘧啶，消炎磺）
磺胺,SFDUT1-TX-0341,SRC-0089,79,1986,1986,DRUG-034-sulfonamides.md,,第四章,7. 磺胺对甲氧嘧啶（SMD，磺胺-5-甲氧嘧啶，消炎磺）
吡哌酸,SFDUT1-TX-0344,SRC-0089,80,1998,1998,,,第四章,第二节 氟喹诺酮类药物
诺氟沙星,SFDUT1-TX-0344,SRC-0089,80,1998,1998,,,第四章,第二节 氟喹诺酮类药物
氧氟沙星,SFDUT1-TX-0344,SRC-0089,80,1998,1998,,,第四章,第二节 氟喹诺酮类药物
环丙沙星,SFDUT1-TX-0344,SRC-0089,80,1998,1998,,,第四章,第二节 氟喹诺酮类药物
恩诺沙星,SFDUT1-TX-0344,SRC-0089,80,1998,1998,DRUG-018-enrofloxacin.md,,第四章,第二节 氟喹诺酮类药物
沙拉沙星,SFDUT1-TX-0344,SRC-0089,80,1998,1998,,,第四章,第二节 氟喹诺酮类药物
达氟沙星,SFDUT1-TX-0344,SRC-0089,80,1998,1998,DRUG-051-danofloxacin-marbofloxacin.md,,第四章,第二节 氟喹诺酮类药物
二氟沙星,SFDUT1-TX-0344,SRC-0089,80,1998,1998,DRUG-051-danofloxacin-marbofloxacin.md,,第四章,第二节 氟喹诺酮类药物
洛美沙星,SFDUT1-TX-0344,SRC-0089,80,1998,1998,,,第四章,第二节 氟喹诺酮类药物
庆大霉素,SFDUT1-TX-0348,SRC-0089,82,2022,2022,DRUG-023-gentamicin.md,,第四章,3. 杀菌作用有明显的浓度依赖性特征
泰乐菌素,SFDUT1-TX-0348,SRC-0089,82,2022,2022,DRUG-015-tylosin.md,,第四章,3. 杀菌作用有明显的浓度依赖性特征
泰妙菌素,SFDUT1-TX-0348,SRC-0089,82,2022,2022,DRUG-013-tiamulin.md,,第四章,3. 杀菌作用有明显的浓度依赖性特征
磺胺,SFDUT1-TX-0348,SRC-0089,82,2022,2022,DRUG-034-sulfonamides.md,,第四章,3. 杀菌作用有明显的浓度依赖性特征
林可霉素,SFDUT1-TX-0354,SRC-0089,83,2058,2058,DRUG-014-lincomycin.md,DIS-046-mycoplasmosis-enzootic-pneumonia.md,第四章,三、药物之间相互作用及使用注意事项
口服补液盐,SFDUT1-TX-0358,SRC-0089,83,2071,2071,,,第四章,三、药物之间相互作用及使用注意事项
恩诺沙星,SFDUT1-TX-0361,SRC-0089,43,2085,2085,DRUG-018-enrofloxacin.md,,第四章,（2）制剂及用法用量
恩诺沙星,SFDUT1-TX-0362,SRC-0089,44,2086,2086,DRUG-018-enrofloxacin.md,,第四章,（2）制剂及用法用量
环丙沙星,SFDUT1-TX-0364,SRC-0089,53,2094,2094,,,第四章,（2）制剂及用法用量
环丙沙星,SFDUT1-TX-0365,SRC-0089,54,2095,2095,,,第四章,（2）制剂及用法用量
沙拉沙星,SFDUT1-TX-0367,SRC-0089,60,2100,2100,,,第四章,3. 盐酸沙拉沙星
达氟沙星,SFDUT1-TX-0369,SRC-0089,67,2106,2106,DRUG-051-danofloxacin-marbofloxacin.md,,第四章,3. 盐酸沙拉沙星
二氟沙星,SFDUT1-TX-0371,SRC-0089,74,2112,2112,DRUG-051-danofloxacin-marbofloxacin.md,,第四章,3. 盐酸沙拉沙星
诺氟沙星,SFDUT1-TX-0373,SRC-0089,83,2120,2120,,,第四章,3. 盐酸沙拉沙星
诺氟沙星,SFDUT1-TX-0374,SRC-0089,84,2121,2121,,,第四章,3. 盐酸沙拉沙星
磺胺,SFDUT1-TX-0375,SRC-0089,86,2125,2125,DRUG-034-sulfonamides.md,,第四章,第三节 其他合成抗菌药
乙酰甲喹,SFDUT1-TX-0375,SRC-0089,86,2125,2125,DRUG-050-dimetridazole-ronidazole.md,,第四章,第三节 其他合成抗菌药
喹乙醇,SFDUT1-TX-0375,SRC-0089,86,2125,2125,DRUG-049-olaquindox.md,,第四章,第三节 其他合成抗菌药
博落回,SFDUT1-TX-0375,SRC-0089,86,2125,2125,,,第四章,第三节 其他合成抗菌药
牛至油,SFDUT1-TX-0375,SRC-0089,86,2125,2125,,,第四章,第三节 其他合成抗菌药
小檗碱,SFDUT1-TX-0375,SRC-0089,86,2125,2125,,,第四章,第三节 其他合成抗菌药
四环素,SFDUT1-TX-0382,SRC-0089,87,2145,2145,DRUG-030-tetracyclines.md,,第四章,2. 制剂
氟苯尼考,SFDUT1-TX-0382,SRC-0089,87,2145,2145,DRUG-012-florfenicol.md,,第四章,2. 制剂
阿托品,SFDUT1-TX-0382,SRC-0089,87,2145,2145,DRUG-079-atropine.md,,第四章,2. 制剂
口服补液盐,SFDUT1-TX-0408,SRC-0089,90,2247,2247,,,第五章,第一节 口服补液盐
口服补液盐,SFDUT1-TX-0409,SRC-0089,90,2249,2249,,,第五章,第一节 口服补液盐
葡萄糖,SFDUT1-TX-0410,SRC-0089,90,2253,2253,,,第五章,1. 准确掌握口服补液盐的配方
氯化钠,SFDUT1-TX-0410,SRC-0089,90,2253,2253,,,第五章,1. 准确掌握口服补液盐的配方
碳酸氢钠,SFDUT1-TX-0410,SRC-0089,90,2253,2253,,,第五章,1. 准确掌握口服补液盐的配方
葡萄糖,SFDUT1-TX-0411,SRC-0089,91,2259,2259,,,第五章,2. 深刻了解口服补液盐的药理
葡萄糖,SFDUT1-TX-0415,SRC-0089,92,2281,2281,,,第五章,7. 严重脱水者禁用
氯化钠,SFDUT1-TX-0415,SRC-0089,92,2281,2281,,,第五章,7. 严重脱水者禁用
庆大霉素,SFDUT1-TX-0417,SRC-0089,92,2289,2289,DRUG-023-gentamicin.md,,第五章,9. 真忘使用抗菌药物或其他药物治本
新霉素,SFDUT1-TX-0417,SRC-0089,92,2289,2289,DRUG-024-neomycin.md,,第五章,9. 真忘使用抗菌药物或其他药物治本
口服补液盐,SFDUT1-TX-0417,SRC-0089,92,2289,2289,,,第五章,9. 真忘使用抗菌药物或其他药物治本
地塞米松,SFDUT1-TX-0419,SRC-0089,93,2297,2297,DRUG-066-dexamethasone.md,,第五章,第二节 地塞米松
地塞米松,SFDUT1-TX-0420,SRC-0089,93,2299,2299,DRUG-066-dexamethasone.md,,第五章,第二节 地塞米松
肾上腺素,SFDUT1-TX-0427,SRC-0089,94,2322,2322,,,第五章,2. 适应证
地塞米松,SFDUT1-TX-0434,SRC-0089,96,2350,2350,DRUG-066-dexamethasone.md,,第五章,5. 用法和用量
葡萄糖,SFDUT1-TX-0435,SRC-0089,96,2351,2351,,,第五章,5. 用法和用量
地塞米松,SFDUT1-TX-0438,SRC-0089,96,2361,2361,DRUG-066-dexamethasone.md,,第五章,6. 使用注意事项
地塞米松,SFDUT1-TX-0439,SRC-0089,96,2369,2369,DRUG-066-dexamethasone.md,,第五章,6. 使用注意事项
肾上腺素,SFDUT1-TX-0439,SRC-0089,96,2369,2369,,,第五章,6. 使用注意事项
地塞米松,SFDUT1-TX-0440,SRC-0089,96,2371,2371,DRUG-066-dexamethasone.md,,第五章,6. 使用注意事项
地塞米松,SFDUT1-TX-0441,SRC-0089,96,2377,2377,DRUG-066-dexamethasone.md,,第五章,6. 使用注意事项
地塞米松,SFDUT1-TX-0442,SRC-0089,96,2379,2379,DRUG-066-dexamethasone.md,DIS-024-classical-swine-fever-pestiviruses.md,第五章,6. 使用注意事项
青霉素,SFDUT1-TX-0446,SRC-0089,98,2409,2409,DRUG-009-penicillin-g.md,,第五章,4. 选药要仔细
安乃近,SFDUT1-TX-0446,SRC-0089,98,2409,2409,DRUG-029-nsaids.md,,第五章,4. 选药要仔细
缩宫素,SFDUT1-TX-0448,SRC-0089,99,2417,2417,DRUG-067-oxytocin.md,,第五章,第四节 缩宫素
缩宫素,SFDUT1-TX-0449,SRC-0089,100,2432,2432,DRUG-067-oxytocin.md,,第五章,2. 适应证与用量
缩宫素,SFDUT1-TX-0450,SRC-0089,100,2433,2433,DRUG-067-oxytocin.md,,第五章,2. 适应证与用量
缩宫素,SFDUT1-TX-0451,SRC-0089,100,2437,2437,DRUG-067-oxytocin.md,,第五章,2. 适应证与用量
缩宫素,SFDUT1-TX-0452,SRC-0089,101,2438,2438,DRUG-067-oxytocin.md,,第五章,2. 适应证与用量
缩宫素,SFDUT1-TX-0453,SRC-0089,101,2439,2439,DRUG-067-oxytocin.md,,第五章,2. 适应证与用量
缩宫素,SFDUT1-TX-0454,SRC-0089,101,2453,2453,DRUG-067-oxytocin.md,,第五章,4. 注意事项
泰乐菌素,SFDUT1-TX-0457,SRC-0089,102,2461,2461,DRUG-015-tylosin.md,SYN-005-respiratory-distress-coughing.md,第五章,第五节 替米考星注射液
替米考星,SFDUT1-TX-0457,SRC-0089,102,2461,2461,DRUG-045-tilmicosin.md,SYN-005-respiratory-distress-coughing.md,第五章,第五节 替米考星注射液
替米考星,SFDUT1-TX-0458,SRC-0089,102,2463,2463,DRUG-045-tilmicosin.md,,第五章,第五节 替米考星注射液
替米考星,SFDUT1-TX-0459,SRC-0089,103,2465,2465,DRUG-045-tilmicosin.md,,第五章,第五节 替米考星注射液
青霉素,SFDUT1-TX-0460,SRC-0089,103,2467,2467,DRUG-009-penicillin-g.md,,第五章,第五节 替米考星注射液
链霉素,SFDUT1-TX-0460,SRC-0089,103,2467,2467,,,第五章,第五节 替米考星注射液
替米考星,SFDUT1-TX-0460,SRC-0089,103,2467,2467,DRUG-045-tilmicosin.md,,第五章,第五节 替米考星注射液
肾上腺素,SFDUT1-TX-0522,SRC-0089,118,2680,2680,,,第六章,3. 注意事项
卡那霉素,SFDUT1-TX-0542,SRC-0089,120,2715,2715,,,第六章,3. 接种疫苗前后应特别注意的几个细节
土霉素,SFDUT1-TX-0542,SRC-0089,120,2715,2715,DRUG-019-oxytetracycline.md,,第六章,3. 接种疫苗前后应特别注意的几个细节
磺胺,SFDUT1-TX-0542,SRC-0089,120,2715,2715,DRUG-034-sulfonamides.md,,第六章,3. 接种疫苗前后应特别注意的几个细节
地塞米松,SFDUT1-TX-0544,SRC-0089,120,2719,2719,DRUG-066-dexamethasone.md,,第六章,3. 接种疫苗前后应特别注意的几个细节
肾上腺素,SFDUT1-TX-0544,SRC-0089,120,2719,2719,,,第六章,3. 接种疫苗前后应特别注意的几个细节
卡那霉素,SFDUT1-TX-0545,SRC-0089,120,2720,2720,,,第六章,3. 接种疫苗前后应特别注意的几个细节
庆大霉素,SFDUT1-TX-0545,SRC-0089,120,2720,2720,DRUG-023-gentamicin.md,,第六章,3. 接种疫苗前后应特别注意的几个细节
四环素,SFDUT1-TX-0545,SRC-0089,120,2720,2720,DRUG-030-tetracyclines.md,,第六章,3. 接种疫苗前后应特别注意的几个细节
氟苯尼考,SFDUT1-TX-0545,SRC-0089,120,2720,2720,DRUG-012-florfenicol.md,,第六章,3. 接种疫苗前后应特别注意的几个细节
磺胺,SFDUT1-TX-0545,SRC-0089,120,2720,2720,DRUG-034-sulfonamides.md,,第六章,3. 接种疫苗前后应特别注意的几个细节
喹乙醇,SFDUT1-TX-0545,SRC-0089,120,2720,2720,DRUG-049-olaquindox.md,,第六章,3. 接种疫苗前后应特别注意的几个细节
地塞米松,SFDUT1-TX-0545,SRC-0089,120,2720,2720,DRUG-066-dexamethasone.md,,第六章,3. 接种疫苗前后应特别注意的几个细节
维生素,SFDUT1-TX-0547,SRC-0089,120,2722,2722,,,第六章,3. 接种疫苗前后应特别注意的几个细节
伊维菌素,SFDUT1-TX-0551,SRC-0089,123,2754,2754,DRUG-002-ivermectin.md,,第六章,4. 选用合适的驱虫药物进行驱虫
多拉菌素,SFDUT1-TX-0551,SRC-0089,123,2754,2754,DRUG-003-doramectin.md,,第六章,4. 选用合适的驱虫药物进行驱虫
伊维菌素,SFDUT1-TX-0552,SRC-0089,123,2756,2756,DRUG-002-ivermectin.md,,第六章,4. 选用合适的驱虫药物进行驱虫
阿维菌素,SFDUT1-TX-0552,SRC-0089,123,2756,2756,DRUG-001-avermectins.md,,第六章,4. 选用合适的驱虫药物进行驱虫
伊维菌素,SFDUT1-TX-0553,SRC-0089,123,2758,2758,DRUG-002-ivermectin.md,DIS-055-external-parasites-mange.md,第六章,4. 选用合适的驱虫药物进行驱虫
多拉菌素,SFDUT1-TX-0553,SRC-0089,123,2758,2758,DRUG-003-doramectin.md,DIS-055-external-parasites-mange.md,第六章,4. 选用合适的驱虫药物进行驱虫
强力霉素,SFDUT1-TX-0627,SRC-0089,145,3091,3091,DRUG-021-doxycycline.md,DIS-028-porcine-reproductive-and-respiratory-syndrome-viruses.md,第七章,6. 如何预防和控制猪蓝耳病
泰乐菌素,SFDUT1-TX-0627,SRC-0089,145,3091,3091,DRUG-015-tylosin.md,DIS-028-porcine-reproductive-and-respiratory-syndrome-viruses.md,第七章,6. 如何预防和控制猪蓝耳病
替米考星,SFDUT1-TX-0627,SRC-0089,145,3091,3091,DRUG-045-tilmicosin.md,DIS-028-porcine-reproductive-and-respiratory-syndrome-viruses.md,第七章,6. 如何预防和控制猪蓝耳病
氟苯尼考,SFDUT1-TX-0627,SRC-0089,145,3091,3091,DRUG-012-florfenicol.md,DIS-028-porcine-reproductive-and-respiratory-syndrome-viruses.md,第七章,6. 如何预防和控制猪蓝耳病
阿莫西林,SFDUT1-TX-0638,SRC-0089,151,3161,3161,DRUG-010-amoxicillin.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
土霉素,SFDUT1-TX-0638,SRC-0089,151,3161,3161,DRUG-019-oxytetracycline.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
金霉素,SFDUT1-TX-0638,SRC-0089,151,3161,3161,DRUG-020-chlortetracycline.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
强力霉素,SFDUT1-TX-0638,SRC-0089,151,3161,3161,DRUG-021-doxycycline.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
泰乐菌素,SFDUT1-TX-0638,SRC-0089,151,3161,3161,DRUG-015-tylosin.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
氟苯尼考,SFDUT1-TX-0638,SRC-0089,151,3161,3161,DRUG-012-florfenicol.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
甲砜霉素,SFDUT1-TX-0638,SRC-0089,151,3161,3161,,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
林可霉素,SFDUT1-TX-0638,SRC-0089,151,3161,3161,DRUG-014-lincomycin.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
泰妙菌素,SFDUT1-TX-0638,SRC-0089,151,3161,3161,DRUG-013-tiamulin.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
磺胺,SFDUT1-TX-0638,SRC-0089,151,3161,3161,DRUG-034-sulfonamides.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
氨苄西林,SFDUT1-TX-0640,SRC-0089,152,3171,3171,DRUG-042-ampicillin.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
阿莫西林,SFDUT1-TX-0640,SRC-0089,152,3171,3171,DRUG-010-amoxicillin.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
卡那霉素,SFDUT1-TX-0640,SRC-0089,152,3171,3171,,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
庆大霉素,SFDUT1-TX-0640,SRC-0089,152,3171,3171,DRUG-023-gentamicin.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
氟苯尼考,SFDUT1-TX-0640,SRC-0089,152,3171,3171,DRUG-012-florfenicol.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
磺胺,SFDUT1-TX-0640,SRC-0089,152,3171,3171,DRUG-034-sulfonamides.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
安乃近,SFDUT1-TX-0640,SRC-0089,152,3171,3171,DRUG-029-nsaids.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
地塞米松,SFDUT1-TX-0640,SRC-0089,152,3171,3171,DRUG-066-dexamethasone.md,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
维生素,SFDUT1-TX-0640,SRC-0089,152,3171,3171,,DIS-007-circoviruses-pcvad.md,第七章,5. 怎样预防和控制PMWS
青霉素,SFDUT1-TX-0657,SRC-0089,159,3289,3289,DRUG-009-penicillin-g.md,DIS-018-pseudorabies-aujeszky-disease.md,第七章,7. 诊断
链霉素,SFDUT1-TX-0657,SRC-0089,159,3289,3289,,DIS-018-pseudorabies-aujeszky-disease.md,第七章,7. 诊断
头孢噻呋,SFDUT1-TX-0681,SRC-0089,169,3459,3459,DRUG-011-ceftiofur.md,DIS-015-japanese-encephalitis-virus.md,第七章,8. 病猪治疗
阿莫西林,SFDUT1-TX-0685,SRC-0089,172,3509,3509,DRUG-010-amoxicillin.md,DIS-021-influenza-viruses.md,第七章,6. 综合防治
金霉素,SFDUT1-TX-0685,SRC-0089,172,3509,3509,DRUG-020-chlortetracycline.md,DIS-021-influenza-viruses.md,第七章,6. 综合防治
氟苯尼考,SFDUT1-TX-0685,SRC-0089,172,3509,3509,DRUG-012-florfenicol.md,DIS-021-influenza-viruses.md,第七章,6. 综合防治
磺胺,SFDUT1-TX-0685,SRC-0089,172,3509,3509,DRUG-034-sulfonamides.md,DIS-021-influenza-viruses.md,第七章,6. 综合防治
安乃近,SFDUT1-TX-0685,SRC-0089,172,3509,3509,DRUG-029-nsaids.md,DIS-021-influenza-viruses.md,第七章,6. 综合防治
口服补液盐,SFDUT1-TX-0688,SRC-0089,176,3550,3550,,DIS-009-transmissible-gastroenteritis-virus.md,第七章,6. 防治方法
葡萄糖,SFDUT1-TX-0688,SRC-0089,176,3550,3550,,DIS-009-transmissible-gastroenteritis-virus.md,第七章,6. 防治方法
氯化钠,SFDUT1-TX-0688,SRC-0089,176,3550,3550,,DIS-009-transmissible-gastroenteritis-virus.md,第七章,6. 防治方法
口服补液盐,SFDUT1-TX-0689,SRC-0089,176,3552,3552,,DIS-009-transmissible-gastroenteritis-virus.md,第七章,6. 防治方法
葡萄糖,SFDUT1-TX-0689,SRC-0089,176,3552,3552,,DIS-009-transmissible-gastroenteritis-virus.md,第七章,6. 防治方法
氯化钠,SFDUT1-TX-0689,SRC-0089,176,3552,3552,,DIS-009-transmissible-gastroenteritis-virus.md,第七章,6. 防治方法
碳酸氢钠,SFDUT1-TX-0689,SRC-0089,176,3552,3552,,DIS-009-transmissible-gastroenteritis-virus.md,第七章,6. 防治方法
口服补液盐,SFDUT1-TX-0690,SRC-0089,176,3554,3554,,DIS-009-transmissible-gastroenteritis-virus.md,第七章,6. 防治方法
口服补液盐,SFDUT1-TX-0691,SRC-0089,176,3556,3556,,DIS-009-transmissible-gastroenteritis-virus.md,第七章,6. 防治方法
氨苄西林,SFDUT1-TX-0722,SRC-0089,188,3740,3740,DRUG-042-ampicillin.md,DIS-047-pasteurellosis.md,第八章,7. 治疗
阿莫西林,SFDUT1-TX-0722,SRC-0089,188,3740,3740,DRUG-010-amoxicillin.md,DIS-047-pasteurellosis.md,第八章,7. 治疗
土霉素,SFDUT1-TX-0722,SRC-0089,188,3740,3740,DRUG-019-oxytetracycline.md,DIS-047-pasteurellosis.md,第八章,7. 治疗
强力霉素,SFDUT1-TX-0722,SRC-0089,188,3740,3740,DRUG-021-doxycycline.md,DIS-047-pasteurellosis.md,第八章,7. 治疗
泰乐菌素,SFDUT1-TX-0722,SRC-0089,188,3740,3740,DRUG-015-tylosin.md,DIS-047-pasteurellosis.md,第八章,7. 治疗
氟苯尼考,SFDUT1-TX-0722,SRC-0089,188,3740,3740,DRUG-012-florfenicol.md,DIS-047-pasteurellosis.md,第八章,7. 治疗
磺胺,SFDUT1-TX-0722,SRC-0089,188,3740,3740,DRUG-034-sulfonamides.md,DIS-047-pasteurellosis.md,第八章,7. 治疗
