source_id,name,page,line,section,subgroup,pharmacology_snippet,combination_or_contraindication,caution
SRC-0093,滑石,493,2428,第十节 祛风渗湿药,二、利湿药,本品甘、寒，入胃、膀胱经，具有利水通淋、清热解暑、外用祛湿敛湿的功效。本品主要含硅酸镁、氧化铝、氧化镍等。 其药理作用为：① 硅酸镁有吸附和收敛作用，内服能保护肠壁，止泻而不引起腹胀。② 滑石粉撒布创面形成被膜，有保护创面、吸收分泌物、促进结痂的作用。,① 本品常与金钱草、车前子、海金沙配合应用，用于治湿热下注的尿赤涩疼痛、淋证、水肿等，泻膀胱热结而通利水道；常配泽泻、灯心草、茵陈、知母、酒黄柏、猪苓，如滑石散，用于治马胞转。 ② 配甘草为六一散，用于暑热、暑温、暑湿泄泻等；常配石膏、枯矾或与黄柏同用，外用治湿疮、湿疹。,内无湿热、尿过多及孕畜忌用。
SRC-0093,木 通,494,2447,第十节 祛风渗湿药,二、利湿药,本品苦、寒，入心、小肠、膀胱经，具有清热利水、通乳的功效。本品主要含马兜铃酸、钙和鞣质。 其药理作用为：①有利尿和强心作用，其利尿作用较猪苓弱，较淡竹叶强。②对革兰阳性菌、痢疾杆菌、伤寒杆菌有抑制作用。马兜铃酸有抑制癌细胞生长作用。③动物实验示大剂量木通可使心脏跳动停止。,① 本品常与生地黄、竹叶、甘草等配伍，用于治心火上炎、口舌生疮、尿短赤、湿热淋痛、尿血等。 ② 本品通经可与牛膝、当归、红花等配伍，用于治乳汁不通，常与王不留行、穿山甲同用。,汗出不止、尿频数者忌用。
SRC-0093,通草,495,2466,第十节 祛风渗湿药,二、利湿药,本品甘、淡、寒，入肺、胃经，具有清热利水、通气下乳的功效。本品主要含肌醇、多聚戊糖、葡萄糖、果糖及半乳糖醛酸等。 其药理作用为：有利尿和下乳作用，其利尿作用弱于木通。,本品常与滑石配伍，淡渗清降，引热下行而利尿，用于尿不利、湿热淋痛等，还有下乳作用，常用于催乳方中。,
SRC-0093,瞿麦,495,2480,第十节 祛风渗湿药,二、利湿药,本品苦、寒，入心、小肠经，具有清热利水、行血祛瘀的功效。本品主要含维生素A等。 其药理作用为：能促进肠蠕动，抑制心脏，降低血压，杀灭血吸虫，并有显著的利尿作用。穗的作用较比茎强。近有用根治癌肿的报道。,本品多配木通、萹蓄、车前子、滑石、栀子等，用于治尿短赤、血尿、便血、石淋、水肿等，如八正散治热淋、石淋。,孕畜忌用。
SRC-0093,茵陈,496,2498,第十节 祛风渗湿药,二、利湿药,本品苦、微寒，入脾、胃、肝、胆经，具有清湿热、利黄疸的功效。本品主要含挥发油，主要为 \beta -蒎烯、茵陈烃、茵陈酮及叶酸。果穗中也含挥发油（茵陈酮及茵陈素）。 其药理作用为：①对枯草杆菌、伤寒杆菌、金黄色葡萄球菌、病原性丝状菌及某些皮肤真菌有一定抑制作用；乙醇提取物对流感病毒有抑制作用。②有明显的利胆作用，在增加胆汁分泌的同时也增加胆汁中固体物质胆酸和胆红素的排泄，并有解热、降压作用。,本品配栀子、大黄，如茵陈蒿汤，苦泄下降，功专清利湿热，治湿热黄疸；配黄柏、车前子等，治湿热泄泻；配伍温里药，如茵陈四逆汤，化湿而除阴寒，治阴黄。,
SRC-0093,薏苡仁,497,2512,第十节 祛风渗湿药,二、利湿药,本品甘、淡、微寒，入脾、肺、肾经，具有清热除湿、健脾止泻、除痹的功效。本品主要含薏苡仁油、糖类、氨基酸、维生素 \mathrm{B}_{1} 等。 其药理作用为：薏苡仁油对离体的心脏、肠管、子宫、骨骼肌及运动神经末梢等，低浓度兴奋，高浓度则呈现麻痹作用。此外，对癌细胞有抑制作用。,① 本品配桃仁、芦根等，上清肺金之热，用于肺痈等。 ② 本品常配滑石、木通等，下利胃肠之湿，用于治水肿、浮肿、沙石热淋等。 ③ 本品常与茯苓、白术同用，炒熟用治脾虚泄泻。 ④ 本品常与防己等配伍，除湿清热，通利关节，用于治风湿热痹、四肢拘挛等。,
SRC-0093,金钱草,497,2529,第十节 祛风渗湿药,二、利湿药,本品微咸、平，入肝、胆、肾、膀胱经，具有利水通淋、清热消肿的功效。本品主要含酚性成分和甾醇、黄酮类、氨基酸、鞣质、挥发油、胆碱、钾盐等。 其药理作用为：有利胆作用，对金黄色葡菌球菌有抑制作用。,① 本品常与栀子、茵陈等同用，清湿热，利胆退黄，用于湿热黄疸。 ② 本品常配石韦、鸡内金、海金沙等，利水通淋，用于尿道 结石。 ③ 可配鲜车前草捣烂加白酒，擦患处治恶疮肿毒。,
SRC-0093,海金沙,498,2548,第十节 祛风渗湿药,二、利湿药,本品甘、寒，入小肠、膀胱经，具有清湿热、通淋的功效。本品孢子主要含脂肪油，叶含多种黄酮苷。 其药理作用为：①对金黄色葡萄球菌有抑制作用。②有利尿作用。,本品常配篇蓄、瞿麦、金钱草、墨旱莲等治热淋涩痛，善泄小肠、膀胱血分湿热，功专通利水道，可用于尿不利、尿结石、尿血等。,
SRC-0093,地肤子,498,2562,第十节 祛风渗湿药,二、利湿药,本品甘、苦、寒，入肾、膀胱经，具有清湿热、利水道的功效。本品主要含有皂苷、维生素A。 其药理作用为：①有利尿作用。②对皮肤真菌有不同程度的抑制作用。,常与猪苓、通草、知母、黄柏、瞿麦等配合应用，能清利下焦湿热，用于尿不利、湿热瘙痒、皮肤湿疹等。,阴虚无温热和尿多者忌用。
SRC-0093,石韦,499,2580,第十节 祛风渗湿药,二、利湿药,本品苦、微寒，入肺、膀胱经，具有清热通淋、凉血止血的功效。本品主要含有皂苷、蒽酮类等。 其药理作用为：①对大肠杆菌、金黄色葡萄球菌、流感病毒等有抑制作用。②能活跃体内网状内皮系统，促进局部细胞的吞噬能力。,① 本品常与白茅根、车前、滑石同用，有清热利水通淋作用，用于尿闭、热淋等。 ② 常与蒲黄、当归、芍药等配合，凉血止血，用于血淋。,尿多者不用。
SRC-0093,篇蓄,500,2603,第十节 祛风渗湿药,二、利湿药,本品苦、辛、寒，入胃、膀胱经，具有利水通淋、杀虫止痒的功效。本品主要含有苷类、蒽醌类和鞣酸质。 其药理作用为：①对金黄色葡萄球菌、痢疾杆菌、铜绿假单胞菌和伤寒杆菌有抑制作用。②有明显的利尿作用，能促进钠的排出。,本品常与瞿麦、滑石、木通、车前、甘草梢、栀子、大黄等配伍，用于治湿热淋证、尿短赤、尿血等。,无湿热及胎前产后忌用。
SRC-0093,草薛,501,2621,第十节 祛风渗湿药,二、利湿药,本品苦、平，入肝、胃经，具有祛风湿、利湿热的功效。本品主要含草薢苷。 其药理作用为：可缓解肌肉痉挛，并对肾炎水肿、乳糜尿有一定疗效。,(1) 本品常配独活、桑寄生等，用治风湿痹痛。 ② 配益智仁、石菖蒲、乌药等，用治尿浑浊。 # 三、化湿药 气味芳香，能运化水湿，辟秽除浊的药物，称为化湿药。这类药物多属辛温香燥。芳香可助脾运，燥可祛湿，用于湿浊内阻、脾为湿困、运化失调等所致的肚腹胀满或呕吐草少、粪稀泄泻、精神短少、四肢无力、舌苔白腻等。但阴虚血燥及气虚者应慎用。,
SRC-0093,藿香,502,2640,第十节 祛风渗湿药,三、化湿药,本品辛、微温，入脾、胃、肺经，具有芳香化湿、和中止痛、解表邪、除湿滞的功效。本品主要含挥发油、鞣质、苦味质。 其药理作用为：①对胃肠神经有镇静作用，并能扩张微血管，略有发汗作用。其芳香之气能促进胃液分泌以助消化。②对金黄色葡萄球菌、大肠杆菌、痢疾杆菌、肺炎双球菌等有抑制作用。,① 本品常与苍术、厚朴、陈皮、甘草、半夏等配伍，用于治湿浊内阻、脾为湿困、运化失调的肚腹胀满、少食、神疲、粪便溏泄、口腔滑利、舌苔白腻等偏湿的病证。 ② 常配紫苏叶、白芷、陈皮、厚朴，用于治感冒而夹有湿滞之证。,阴虚无湿及胃虚作呕者忌用。不宜久煎。
SRC-0093,佩兰,502,2659,第十节 祛风渗湿药,三、化湿药,本品辛、平，入脾经，具有醒脾化湿、解暑生津的功效。本品主要含挥发油（对聚伞花素）。 其药理作用为：对流感病毒有抑制作用。,① 本品常与藿香、厚朴、白豆蔻等同用，用于治湿热浊邪郁于中焦所致的肚腹胀满、舌苔白腻和暑湿表证等。 ② 常与藿香、厚朴、鲜荷叶等配伍，善解暑热而生津，用于治暑热内蕴、肚腹胀满。,阴虚血燥、气虚者不宜用。
SRC-0093,苍 术,503,2678,第十节 祛风渗湿药,三、化湿药,本品辛、苦、温，入脾、胃经，具有燥湿健脾、发汗解表、祛风湿功效。本品主要含挥发油（苍术醇、苍术酮），胡萝卜素以及维生素 \mathrm{B}_{1} 等。 其药理作用为：①小剂量有镇静作用，大剂量对中枢呈抑制作用，并能降低血糖。②含有大量维生素A和B族维生素，对夜盲症、骨软症、皮肤角化症都有一定疗效。,① 本品常配厚朴、陈皮、甘草等，如平胃散，用于治湿困脾胃、运化失司、食欲不振、消化不良、胃寒草少、腹痛泄泻。 ② 常配独活、秦艽、牛膝、薏苡仁、黄柏等，用于治关节疼痛、风寒湿痹。,阴虚有热或多汗者忌用。
SRC-0093,白豆蔻,504,2698,第十节 祛风渗湿药,三、化湿药,本品辛、温、芳香，入肺、脾、胃经，具有芳香化湿、行气和中、化痰消滞的功效。本品主要含右旋龙脑及左旋樟脑等挥发油。 其药理作用为：能促进胃液分泌，增强肠管蠕动；制止肠内异常发酵，驱除胃肠内积气，并有止呕作用。,① 本品常与苍术、厚朴、陈皮、半夏等同用，用治胃寒草少、腹痛下痢、脾胃气滞、肚腹胀满、食积不消等；可配薏苡仁、厚朴，用于湿盛；可配黄芩、黄连、滑石等，用于热盛；常与益智仁、木香、槟榔、草果等同用，治马翻胃吐草。 ② 常与半夏、藿香、生姜等配伍，能行气而止呕，用治胃寒呕吐。,
SRC-0093,草豆蔻,504,2713,第十节 祛风渗湿药,三、化湿药,本品辛、温，气芳香，入脾、胃经，具有温中燥湿、健脾和胃的功效。本品主要含豆蔻素、樟脑等挥发油。 其药理作用为：小剂量对豚鼠离体肠管有兴奋作用，大剂量则抑制。,① 本品配砂仁、陈皮、建曲等，用于治因脾胃虚寒的食欲不 振、食滞腹胀、冷肠泄泻、伤水腹痛等。 ② 常与高良姜、生姜、吴茱萸等同用，用于治寒湿郁滞中焦，气逆作呕。,"阴血不足、无寒湿郁滞者不宜用。 祛风渗湿药功能比较见表6-2。 表 6-2 祛风渗湿药功能比较 类别药物相同点不同点祛风湿药羌活祛风寒湿邪,治风湿痹证羌活、独活、威灵仙、乌梢蛇性偏祛风,而威灵仙又善于通经;羌活上行力大,多用于表证;独活下行力强,多用于里证;乌梢蛇善于走窜,祛风力大;五加皮、木瓜偏于祛湿,而五加皮又能强筋骨、利水肿;木瓜善治经络之湿邪;秦艽性较平和、善疏筋,退虚热,兼润肠通便;防己苦寒下行,能利水肿;稀苍草兼平肝安神;桑寄生长于补肝肾,强筋骨;藁本发表散寒,多用于风寒感冒,颈项强硬;马钱子善于活络散..."
SRC-0093,半 夏,506,2761,第十一节 化痰止咳平喘药,一、化痰药,本品辛、温、有毒，归脾、胃、肺经，具有燥湿化痰、降逆止呕、消痞散结、外用消肿止痛功效。本品主要含谷甾醇及葡萄糖 苷，多种氨基酸和挥发油，皂苷，辛辣性醇类，胆碱，左旋麻黄碱等生物碱及少量脂肪、淀粉等。 其药理作用为：①其对咳嗽中枢有镇静作用，可解除支气管痉挛，并使支气管分泌减少而有镇咳祛痰作用；②可抑制呕吐中枢而止呕；③所含葡萄糖醛酸的衍化物，有显著的解毒作用；④半夏对小鼠有明显的抗早孕作用，煎剂可降低兔眼内压。,① 常配橘皮同用，如二陈汤，治痰湿阻肺之咳嗽气逆、痰多质稠者；配秫米以化痰和胃安神，治湿痰内盛、胃气失和而夜寐不安者。 ② 本品用于胃气上逆呕吐。半夏为止呕要药，常配生姜同用，如小半夏汤，用于各种原因的呕吐，皆可随证配伍用之，对痰饮或胃寒呕吐尤宜；配黄连，用于胃热呕吐；配石斛、麦冬，则用于胃阴虚呕吐；配人参、白蜜，如大半夏汤，用于胃气虚呕吐。 ③ 本品配干姜、黄连、黄芩，如半夏泻心汤，以苦辛通降，开痞散结，治肚腹胀满。 ④ 本品配昆布、海藻、贝母等，治瘿瘤痰核；以生品研末调敷或鲜品捣敷，治痈疽发背、无名肿毒、毒蛇咬伤。,① 反乌头。 ② 其性温燥，一般而言阴虚燥咳、血证、热痰、燥痰应慎用。然经过配伍热痰证亦可用之。
SRC-0093,天南星,507,2785,第十一节 化痰止咳平喘药,一、化痰药,本品苦、辛、温、有毒，归肺、肝、脾经，具有燥湿化痰、祛 风解痉、外用消肿止痛功效。本品主要含三萜皂苷、安息香酸、氨基酸、D-甘露醇等，近年分离得到二酮哌嗪类生物碱，为抗心律失常的有效成分。 其药理作用为：①煎剂具有祛痰及抗惊厥、镇静、镇痛作用；②水提取液对小鼠实验性肿瘤（肉瘤S180、肝癌鳞状上皮型子宫颈癌移植于鼠者）有明显抑制作用；③二酮哌嗪类生物碱能对抗乌头碱所致的实验性心律失常；④动物实验证明，其所含皂苷能刺激胃黏膜，反射性引起支气管分泌增加而起到祛...,① 本品常配半夏、枳实等，如导痰汤，治顽痰阻肺、咳喘胸闷；配黄芩、瓜萎等清热化痰药用之，用于痰热咳嗽。 ② 本品用于风痰证，如眩晕、中风、癫痫、口眼斜及破伤风等。本品专走经络，善祛风痰而止痉。配半夏、天麻等，用于治风痰眩晕；配半夏、川乌、白附子等，治风痰留滞经络、瘫痪、四肢麻木、口眼歪斜等，如青州白丸子；配白附子、天麻、防风等，如玉真散，治破伤风角弓反张，痰涎壅盛。 ③ 本品研末醋调敷，可治痈疽肿痛、痰核；配雄黄为外敷，用于毒蛇咬伤。,阴虚燥痰及孕畜忌用。 # 附胆南星 为天南星用牛胆汁拌制而成的加工品。药性苦、微辛、凉，归肝、胆经。功能清热化痰、息风定惊。主治中风、癫痫、惊风、头风眩晕、痰火喘咳等证。
SRC-0093,芥子,508,2811,第十一节 化痰止咳平喘药,一、化痰药,本品辛、温，入肺经，具有温肺化痰、散结止痛的功效。本品含芥子苷、芥子碱、芥子酶、脂肪、蛋白质、黏液质及维生素A 类物质等。 其药理作用为：①抗真菌作用，芥子水浸剂，在试管内对堇色毛癣菌、许兰黄癣菌等皮肤真菌有不同程度的抑制作用。②芥子挥发油有刺鼻辛辣味及刺激作用，应用于皮肤，有温暖的感觉并使之发红，甚至引起水泡、脓疱。③家兔静脉注射芥子生理盐水浸出液，血压先有轻度上升，后则下降，呼吸增快。,① 本品常与紫苏子、莱菔子同用，如三子养亲汤，用于治寒痰滞、咳嗽气喘；可与甘遂、大戟等配伍，用于痰饮停滞胁痛。 ② 本品与桂枝、白附子等同用，散结止痛，祛经络之痰，用于治痰湿阻滞经络所致的肢体关节疼痛。,肺虚久咳及无寒痰停滞者忌用。
SRC-0093,桔梗,509,2832,第十一节 化痰止咳平喘药,一、化痰药,本品苦、辛、平，归肺经，具有宣肺化痰、利咽、排脓的功效。本品主要含桔梗皂苷、菊糖、甾醇、脂肪油、脂肪酸、维生素和氨基酸等。 其药理作用为：①能反射性增加气管分泌，稀释痰液而有较强的祛痰作用，并有镇咳作用；②桔梗皂苷有抗菌消炎作用，并能抑制胃液分泌和抗溃疡；③有解痉、镇痛、镇静、降血糖、降血脂等作用；④桔梗皂苷有很强的溶血作用，但口服能在消化道中分解破坏而失去溶血作用。,① 本品用于肺气不宜的咳嗽痰多，胸闷不畅。本品辛散苦泄，宣开肺气，化痰利气，无论属寒属热皆可应用。配紫苏、杏仁，如 杏苏散，用于风寒者；配桑叶、菊花、杏仁，如桑菊饮，用于风热者；配枳壳以升降气机、理气宽胸，用于胸膈痞闷、痰阻气滞、升降失司者。 ② 本品配射干、马勃、板蓝根等以清热解毒利咽，用于外邪犯肺、咽喉肿痛者。 ③ 本品配甘草，治肺痈咳而胸满，时出浊唾腥臭，久久吐脓者，如《金匮要略》中桔梗汤；临床上常配以鱼腥草、冬瓜仁等，以加强清肺排脓之效。 ④ 本品可以其宣开肺气而通二便，用治隆闭、便秘。,① 本品性升散，凡气机上逆、呕吐、呛咳、眩晕、阴虚火旺咯血等，不宜用。 ② 用量过大易致恶心呕吐，又因桔梗皂苷有溶血作用，不宜注射给药。
SRC-0093,旋覆花,510,2857,第十一节 化痰止咳平喘药,一、化痰药,本品苦、辛、咸、微温，归肺、胃经，具有降气化痰、降逆止呕的功效。本品主要含旋覆花次内酯、天人菊内酯、槲皮素、槲皮黄苷、异槲皮苷和槲皮万寿菊苷。 其药理作用为：①黄酮类对组胺引起的豚鼠支气管痉挛有缓解作用，其煎剂腹腔给药有止咳作用。②煎剂对金黄色葡萄球菌、乙型溶血性链球菌、炭疽杆菌、白喉杆菌、肺炎球菌、白色葡萄球菌等有抑制作用。③小鼠腹腔注射旋覆花水煎剂有显著的镇咳与抗炎作用，腹腔注射湖北旋覆花水煎剂有抗炎作用。,① 配紫苏子、半夏，用于治寒痰咳喘；配桑白皮、瓜萎以清热化痰，用于属痰热者；配海浮石、海蛤壳等以化痰软坚，用于顽 痰胶结、胸中满闷者。 ② 本品配赭石、半夏、生姜等，如旋覆代赭汤，治痰浊中阻、胃气上逆而嗳气呕吐者。 ③ 本品属于含槲皮素药物，避免与含各种金属离子的西药，如氢氧化铝制剂、钙制剂、亚铁制剂等同用，原因是易形成络合物，影响吸收。,① 阴虚劳嗽、津伤燥咳者忌用。 ② 因本品有绒毛，易刺激咽喉作痒而致呛咳呕吐，故需布包入煎。
SRC-0093,白前,511,2881,第十一节 化痰止咳平喘药,一、化痰药,本品辛、苦、微温，归肺经，具有降气化痰的功效。柳叶白前含 \beta -谷甾醇、脂肪酸和华北白前醇等。 其药理作用为：①柳叶白前醇提物和醚提物小鼠灌胃给药具有明显镇咳和祛痰作用，醇提物的镇咳作用强于祛痰作用；水提物灌胃给药有一定祛痰作用，但镇咳作用不明显。②腹腔注射给药时对巴豆油致炎剂引起的小鼠耳肿胀有明显的抗炎作用。,本品常与紫菀、半夏同用，用于偏寒者；与桑白皮、地骨皮配伍，用于便热者；与荆芥、桔梗、陈皮等同用，如止嗽散，用于外感咳嗽。,
SRC-0093,前 胡,511,2895,第十一节 化痰止咳平喘药,一、化痰药,本品辛、苦、微寒，归肺经，具有降气化痰、宣散风热的功效。白花前胡含多种香豆精类；紫花前胡含佛手柑内酯、丁二酸、甘露醇、二十五烷酸、 \beta -谷甾醇和 \beta -胡萝卜苷等。 其药理作用为：①有显著增加呼吸道分泌作用，祛痰效力与桔梗相当，但煎剂无显著镇咳作用。②白花前胡总香豆素对酵母引起的大鼠发热有显著解热作用；对热板所致的小鼠疼痛和醋酸所致的小鼠扭体反应均有显著抑制作用；并能对抗二甲苯所致的小鼠耳肿胀和蛋清所致的大鼠足肿胀。③白花前胡挥发油对大肠...,① 本品常配杏仁、桑皮、贝母等，用于痰热阻肺、肺气失降者，咳喘痰多色黄者；常与白前相须为用，用于寒痰湿痰证。 ② 本品常配伍桑叶、牛蒡子、桔梗等，用于外感风热咳嗽有痰者；配伍荆芥、紫菀等，用于风寒咳嗽。,阴虚咳嗽、寒痰咳嗽者均不宜用。
SRC-0093,瓜萎,512,2916,第十一节 化痰止咳平喘药,一、化痰药,本品甘、微苦、寒，归肺、胃、大肠经，具有清热化痰、宽胸散结、润肠通便的功效。本品主要含三萜皂苷、有机酸、树脂、糖类和色素等。 其药理作用为：①对大肠杆菌、痢疾杆菌、霍乱杆菌、伤寒杆菌、副伤寒杆菌等有抑制作用。②醇提取物能明显降低大鼠胃酸分泌和胃酸浓度，对结扎幽门所引起的溃疡有抑制作用。③瓜萎皮有缓泻下作用，瓜萎仁所含的脂肪油有较强的泻下作用。④氨基酸具 有良好的祛痰作用。,① 临床常配知母、浙贝母等同用，用于治幼畜膈热、咳嗽痰喘、久延不愈者；可配黄芩、胆南星、枳实等，如清气化痰丸，用于痰热内结、咳痰黄稠、胸闷而大便不畅者。 ② 本品配鱼腥草、芦根等同用，可治肺痈咳吐脓血；配败酱草、红藻等同用，用于治肠痈；配当归、乳香、没药，亦可配蒲公英、银花、牛蒡子等同用，用于治乳痈初起、红肿热痛。 ③ 本品常配火麻仁、郁李仁等同用，用于肠燥便秘。,① 本品甘寒而滑，脾虚便溏及湿痰、寒痰者忌用。 ② 反乌头。 # 附 瓜萎皮、瓜萎仁 瓜萎皮偏清化热痰而润肺止咳；瓜萎仁偏润肠通便。
SRC-0093,川贝母,513,2943,第十一节 化痰止咳平喘药,一、化痰药,本品苦、甘、微寒，归肺、心经，具有清热化痰、润肺止咳、散结消肿的功效。本品主要含多种生物碱，如川贝母碱、西贝母碱、青贝碱、炉贝碱、松贝碱等。 其药理作用为：①贝母总生物碱及非生物碱部分，均有镇咳作用；川贝流浸膏、川贝母碱均有不同程度的祛痰作用；②西贝母碱还有解痉作用；③猫静脉注射川贝碱有降压作用，并有短暂的呼吸抑制，西贝碱对麻醉犬也有降压作用；④贝母碱有使豚鼠离体子宫张力增加的作用；⑤贝母总碱有抗溃疡作用。,① 本品配沙参、麦冬等养阴润肺化痰止咳，用于肺虚劳咳、 阴虚久咳有痰者；配知母，如二母丸，清肺润燥化痰止咳，治肺热肺燥咳嗽。 ② 配玄参、牡蛎等，如消瘰丸，化痰软坚消瘰病，治痰火郁结之瘰病；配蒲公英、鱼腥草等清热解毒、消肿散结，治热毒壅结之疮痈、肺痈。 ③ 本品为含生物碱药物，避免与碘离子制剂、碳酸氢钠等碱性较强的西药，重金属药（如硫酸亚铁、硫酸镁、氢氧化铝等）、酶制剂、阿托品、氨茶碱、地高辛、咖啡因、苯丙胺等配伍，以免发生沉淀减低疗效，影响溶解度，妨碍吸收，或增加毒性，产生拮抗等。,① 脾胃虚寒及有湿痰者忌用。 ② 反乌头。
SRC-0093,浙贝母,514,2967,第十一节 化痰止咳平喘药,一、化痰药,本品苦、寒，归肺、心经，具有清热化痰、开郁散结的功效。本品主要含浙贝碱、去氢浙贝母碱、贝母醇等。 其药理作用为：浙贝母碱及去氢浙贝母碱有明显镇咳作用。浙贝母碱在低浓度下对支气管平滑肌有明显扩张作用。此外还有中枢抑制作用，有镇静、镇痛作用。,① 配桑叶、前胡等，可治风热咳嗽；常配瓜萎、知母等，治痰热郁肺之咳嗽。 ② 本品用于瘰病、痈疡疮毒、肺痈等。本品能苦泄清热毒、开郁散结，治瘰疬结核，配玄参、牡蛎等，如消瘰丸；治疮痈，配连翘、蒲公英等；治肺痈，配鱼腥草、芦根等。,① 脾胃虚寒及有湿痰者忌用。 ② 反乌头。
SRC-0093,天竺黄,515,2987,第十一节 化痰止咳平喘药,一、化痰药,本品甘、寒，归心、肝经，具有清热化痰、清心定惊的功效。本品主要含甘露醇、硬脂酸、竹红菌甲素、竹红菌乙素及氢氧化钾、硅质等。 其药理作用为：竹红菌甲素具有明显的镇痛抗炎作用。,本品与黄连、菖蒲、郁金等药物同用，治中风痰壅、癫痫等；常与瓜萎、贝母等同用，用于治疗肺热咳嗽痰多。,非实热者忌用。
SRC-0093,竹沥,515,3005,第十一节 化痰止咳平喘药,一、化痰药,本品甘、寒，归心、肺、肝经，具有清热豁痰、定惊利窍的功效。本品主要含有十余种氨基酸、葡萄糖、果糖、蔗糖以及愈创木酚甲酚、苯酚、甲酸、乙酸、苯甲酸水杨酸等。 其药理作用为：竹沥具有明显的镇咳、祛痰作用。,① 本品与半夏、黄芩等药物同用，如竹沥达痰丸，用于痰热咳喘、痰稠难咯，顽痰胶结者最宜。 ② 本品用于中风痰迷等。本品入心、肝经，善涤痰泄热而开 兽/药/合理/应/用/与/联/用/手/册 窍定惊。本品配姜汁饮之，用于治疗中风口噤；配胆南星、牛黄等同用，用于治疗惊痫癫狂。,本品性寒滑，对寒痰及便溏者忌用。
SRC-0093,竹茹,516,3028,第十一节 化痰止咳平喘药,一、化痰药,本品甘、微寒，归肺、胃经，具有清热化痰、除烦止呕的功效。 其药理作用为：竹茹粉对白色葡萄球菌、枯草杆菌、大肠杆菌、伤寒杆菌均有较强的抑制作用。,① 本品配瓜萎、桑白皮等同用，用于肺热咳嗽、痰黄稠者；配枳实、半夏、茯苓，如温胆汤，用于痰火内扰心神烦躁不安者。 ② 本品配黄连、半夏等同用，能清胃止呕，用于胃热呕吐；可配橘皮、生姜、人参等同用，如《金匮要略》中橘皮竹茹汤，用于胃虚有热而呕者。 ③ 本品有凉血止血作用，可用于吐血、衄血、崩漏等。 # 二、止咳平喘药 本类药物其味或辛或苦或甘，其性或温或寒，其止咳平喘之理也就有宣肺、清肺、润肺、降肺、敛肺及化痰之别。而药物有的偏于止咳，有的偏于平喘，有的则兼而有之。 本类药物主治咳喘，而咳喘之证病情复杂，有外感内伤之别、寒热虚实之异。临床应用时应审证求因，随证选用不同的止咳、平喘药，并配伍相应的有关药物，不可见咳治咳、见喘治喘。 个别...,
SRC-0093,杏仁,517,3052,第十一节 化痰止咳平喘药,二、止咳平喘药,本品苦、微温、有小毒，归肺、大肠经，具有止咳平喘、润肠通便的功效。本品主要含苦杏仁苷、蛋白质、氨基酸、微量元素等。 其药理作用为：①苦杏仁苷水解后产生的微量氢氰酸等，有镇咳平喘作用。②大量服用后会严重中毒，其机制主要是氢氰酸与细胞线粒体内的细胞色素氧化酶三价铁起反应，从而抑制酶的活性，使组织细胞呼吸受阻，导致死亡。,① 本品随证配伍可用于多种咳喘病证。如与麻黄、甘草配伍，即三拗汤，散风寒、宣肺平喘，用于风寒咳喘；与桑叶、菊花配伍，如桑菊饮，散风热、宣肺止咳，用于风热咳嗽；与桑叶、贝母、沙参配伍，如桑杏汤，清肺润燥止咳，用于燥热咳嗽；与石膏等配伍，如麻杏石甘汤，清肺泄热、宣肺平喘，用于肺热咳喘。 ② 本品与柏子仁、郁李仁等同用，如《世医得效方》五仁丸，能润肠通便，用于肠燥便秘。,① 阴虚咳嗽者忌用。 ② 本品有小毒，用量不宜过大。 # 附 甜杏仁 为蔷薇科植物杏或山杏的部分栽培种而其味甘甜的成熟种子。性味、甘平，功能润肺止咳。主要用于虚劳咳喘。
SRC-0093,百 部,518,3076,第十一节 化痰止咳平喘药,二、止咳平喘药,本品甘、苦、微温，归肺经，具有润肺止咳、杀虫的功效。蔓生百部含百部碱、脱氢百部碱、原百部碱等；对叶百部含对叶百部酮、对叶百部烯酮、脱氢对叶百部碱和氧化对叶百部碱。 其药理作用为：①所含生物碱能降低呼吸中枢的兴奋性，有助于抑制咳嗽，而起镇咳作用。②对结核杆菌、炭疽杆菌、金黄色葡萄球菌、白色葡萄球菌、肺炎杆菌等有抗菌作用。③对猪蛔虫、蛲虫、虱有杀灭作用。④过量可引起中毒，重者导致呼吸中枢麻痹。,① 本品用于新久咳嗽、百日咳、肺痨咳嗽。本品甘润苦降，微温不燥，功专润肺止咳，无论外感内伤、暴咳、久嗽，皆可用之。多与荆芥、桔梗、紫菀等同用，用于风寒咳嗽，如止嗽散；与黄芪、沙参、麦冬等配伍，用于久咳不已、气阴两虚者，如百部汤；与沙参、麦冬、川贝母等药物同用，用于肺痨咳嗽、阴虚者。现代临床以本品为主，配黄芩、丹参，治肺结核，对痰菌转阴及病灶吸收均有一定疗效。可单用或与贝母、紫菀、白前等同用，用于治疗百日咳。 ② 本品浓煎，内服，治蛲虫病；可单用或配蛇床子、苦参等煎汤外洗，治阴道滴虫；可制成 20\% 乙醇液或 50\% 水煎剂外搽，治头虱、体虱及疥癣。,
