drug_mention,fact_id,source_id,page,line_start,line_end,drug_page,disease_page,chapter,heading
地塞米松,SFDUT2-TX-0330,SRC-0090,306,1776,1776,DRUG-066-dexamethasone.md,SYN-005-respiratory-distress-coughing.md,第十一章,6. 治疗
维生素,SFDUT2-TX-0330,SRC-0090,306,1776,1776,,SYN-005-respiratory-distress-coughing.md,第十一章,6. 治疗
金霉素,SFDUT2-TX-0337,SRC-0090,307,1793,1793,DRUG-020-chlortetracycline.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
强力霉素,SFDUT2-TX-0337,SRC-0090,307,1793,1793,DRUG-021-doxycycline.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
泰妙菌素,SFDUT2-TX-0337,SRC-0090,307,1793,1793,DRUG-013-tiamulin.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
金霉素,SFDUT2-TX-0338,SRC-0090,307,1794,1794,DRUG-020-chlortetracycline.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
强力霉素,SFDUT2-TX-0338,SRC-0090,307,1794,1794,DRUG-021-doxycycline.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
强力霉素,SFDUT2-TX-0339,SRC-0090,307,1795,1795,DRUG-021-doxycycline.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
泰乐菌素,SFDUT2-TX-0339,SRC-0090,307,1795,1795,DRUG-015-tylosin.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
替米考星,SFDUT2-TX-0339,SRC-0090,307,1795,1795,DRUG-045-tilmicosin.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
金霉素,SFDUT2-TX-0340,SRC-0090,307,1796,1796,DRUG-020-chlortetracycline.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
林可霉素,SFDUT2-TX-0340,SRC-0090,307,1796,1796,DRUG-014-lincomycin.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
泰乐菌素,SFDUT2-TX-0341,SRC-0090,307,1797,1797,DRUG-015-tylosin.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
磺胺,SFDUT2-TX-0341,SRC-0090,307,1797,1797,DRUG-034-sulfonamides.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
金霉素,SFDUT2-TX-0342,SRC-0090,307,1798,1798,DRUG-020-chlortetracycline.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
强力霉素,SFDUT2-TX-0342,SRC-0090,307,1798,1798,DRUG-021-doxycycline.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
泰乐菌素,SFDUT2-TX-0342,SRC-0090,307,1798,1798,DRUG-015-tylosin.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
强力霉素,SFDUT2-TX-0343,SRC-0090,307,1799,1799,DRUG-021-doxycycline.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
氟苯尼考,SFDUT2-TX-0343,SRC-0090,307,1799,1799,DRUG-012-florfenicol.md,SYN-005-respiratory-distress-coughing.md,第十一章,7. 综合防制
肾上腺素,SFDUT2-TX-0356,SRC-0090,310,1835,1835,DRUG-080-epinephrine.md,,第十一章,3. 急性过敏反应的救治
肾上腺素,SFDUT2-TX-0357,SRC-0090,310,1837,1837,DRUG-080-epinephrine.md,,第十一章,3. 急性过敏反应的救治
肾上腺素,SFDUT2-TX-0358,SRC-0090,311,1839,1839,DRUG-080-epinephrine.md,,第十一章,3. 急性过敏反应的救治
地塞米松,SFDUT2-TX-0360,SRC-0090,311,1843,1843,DRUG-066-dexamethasone.md,,第十一章,3. 急性过敏反应的救治
肾上腺素,SFDUT2-TX-0360,SRC-0090,311,1843,1843,DRUG-080-epinephrine.md,,第十一章,3. 急性过敏反应的救治
肾上腺素,SFDUT2-TX-0361,SRC-0090,311,1844,1844,DRUG-080-epinephrine.md,,第十一章,3. 急性过敏反应的救治
地塞米松,SFDUT2-TX-0363,SRC-0090,311,1851,1851,DRUG-066-dexamethasone.md,,第十一章,4. 注意事项
肾上腺素,SFDUT2-TX-0363,SRC-0090,311,1851,1851,DRUG-080-epinephrine.md,,第十一章,4. 注意事项
肾上腺素,SFDUT2-TX-0365,SRC-0090,311,1854,1854,DRUG-080-epinephrine.md,,第十一章,4. 注意事项
肾上腺素,SFDUT2-TX-0366,SRC-0090,311,1855,1855,DRUG-080-epinephrine.md,,第十一章,4. 注意事项
