fact_id,source_id,fact_type,page,page_method,line_start,line_end,chapter,section,heading,drug_heading,disease_heading,disease_page,drug_mentions,text
SFDUT2-TX-0183,SRC-0090,vaccination_or_immunization,246,TOC_INTERPOLATED,879,879,第八章 猪细菌性传染病,第十节 猪痢疾,9. 综合防治,,猪痢疾,DIS-052-swine-dysentery-brachyspira-hyodysenteriae.md,,（5）除了应用药物外，添加微生态活菌制剂是防制猪痢疾的有效方法之一。微生态活菌制剂以活菌的形式在养殖环境和猪消化道中存在，通过有益菌群的生物夺氧、生物屏障效应，在肠道产生有益代谢产物及刺激肠道局部淋巴组织，增强机体非特异性免疫力等作用，调整和维持肠道内微生物菌群平衡，降低养殖环境和肠道中致病微生物的数量，补充肠道内所缺乏的正常微生物，促进营养物质的消化吸收，增强机体免疫的功能。
SFDUT2-TX-0184,SRC-0090,treatment_or_prevention,247,TOC_INTERPOLATED,885,885,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,第十一节 仔猪渗出性皮炎,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,,起的哺乳仔猪和刚断奶仔猪的一种急性和超急性接触传染性皮肤病，一般呈散发性，但对个别猪群可造成很大损失。特征为患猪出现全身油脂样渗出性皮炎，呈现油腻、黏湿、污秽、棕色痂皮的皮肤，但无瘙痒症状，严重影响猪只的生长发育，甚至成为僵猪，重者可导致脱水和败血症而死亡。近年来，随着生产规模化、早期断奶以及密度大、空气污浊、卫生状况差等原因，本病的发病率逐年增高。目前不少人对它缺乏认识，更多的人往往将其误诊为猪疥癣、皮炎及肾病综合征、猪痘、湿疹、缺锌症等其他一些皮肤疾患，延误了治疗时机，影响了防治效果。为此，对本病应有充分的认识并引起足够重视，严加防范。
SFDUT2-TX-0185,SRC-0090,vaccination_or_immunization,248,TOC_INTERPOLATED,897,897,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,2. 流行病学,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,,猪的羊水等均可使娇嫩的皮肤造成伤害；仔猪吃奶时额头不停地摩擦母猪乳房、相互嬉闹啃咬；仔猪断脐、剪牙、断尾、打耳号、阉割、注射疫苗或药物时消毒不严等，均可导致擦伤皮肤，真皮暴露而造成感染。仔猪在通过产道时可发生感染，哺乳母猪常感染吃奶的仔猪。
SFDUT2-TX-0186,SRC-0090,vaccination_or_immunization,248,TOC_INTERPOLATED,899,899,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,2. 流行病学,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,,（4）流行特点 本病无明显季节性，但高温高湿时节多发。密度大、圈舍低矮潮湿、通风不良、卫生条件不好时多发。本病发病率无规律，一般为 $10\% \sim 70\%$ ，有全身性病变的死亡率通常可达 $20\% \sim 40\%$ 。一些猪群的各窝仔猪间呈低发病率的散发，在另一些猪群中则可呈高发病率的流行性发生，感染所有窝的仔猪。不同窝的仔猪发病率也不一样，有的一窝只1头或几头发病，也见有一窝中绝大多数猪都发病，这说明，免疫力在个体和群体发病过程中有重要作用。
SFDUT2-TX-0187,SRC-0090,treatment_or_prevention,249,TOC_INTERPOLATED,913,913,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,4. 临床症状,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,,头、面颊、腹下等无毛或少毛皮肤处，出现红褐色斑点和丘疹，后斑点变大，皮肤变红色或紫红色（铜色），继而形成米粒大小的小水疱或小脓疱，经 $10\sim 15$ 小时迅速破溃，出现薄的、灰棕色片状渗出物，此过程不易观察到，常被忽视而错过最佳治疗时机。经 $3\sim 5$ 天，不断蔓延，病变逐渐扩大，严重者可殃及腋下、股内侧、四肢下部等全身各处。表皮脱落、糜烂，伴有大量黄褐色油脂样皮脂分泌物和浆液渗出物（有的渗出物粘到眼睫毛上），其颜色很快变暗，体表变得黏湿及呈油脂状。有的可延及蹄枕和蹄冠部，甚至蹄壳脱落、跛行，还可出现口腔溃疡。触摸患猪皮肤黏手，皮肤温度增高，被毛粗乱。严重感染的仔猪，被毛成簇矗立、腹泻、消瘦或出现伴有脱水症状的败血症而死亡。侥幸存活者随着病程的延长，渗出物与皮屑、尘埃、粪便、泥土等污垢混合粘在感染皮肤上，凝固干燥后而致患猪皮肤覆盖一层厚的、特有的棕色鳞片状痂皮（揭痂现红色烂斑)，油腻并有难闻的臭味。随后皮肤变干增厚、龟裂、皱褶，尤其集中在颈及脊背上方，此时虽然容易被发现，但为时过晚，治愈难度加大，疗效欠佳。在恢复期，持续数天到数周后厚痂皮可脱落。
SFDUT2-TX-0188,SRC-0090,treatment_or_prevention,250,TOC_INTERPOLATED,919,919,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,4. 临床症状,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,,最急性型，全身皮脂渗出、湿润，体重迅速减轻并在24小时内死亡，也有的可拖到 $2\sim 3$ 天内死亡。急性型，发生稍慢，皮肤形成水疱及脓疱，破裂后流出渗出液和皮脂，发生糜烂、消瘦、厌食、脱水，多数在 $4\sim 10$ 天内衰竭死亡，若能及时正确治疗则有治
SFDUT2-TX-0189,SRC-0090,treatment_or_prevention,251,TOC_INTERPOLATED,935,935,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,（1）治疗原则,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,,① 应尽早发现、早确诊、早治疗，越早越好。本病无特效疗法，治疗效果不一。大多数抗菌药物可抑制致病菌，早期肌内注射对猪葡萄球菌敏感的抗菌药物效果较好，治疗必须持续5天以上。轻症猪愈后良好，但对严重感染或后期病例，许多治疗方法（包括大剂量的抗菌药物）均不能达到理想的治疗效果。即使治愈也多半形成僵猪，并可成为传染源，应尽早淘汰。
SFDUT2-TX-0190,SRC-0090,treatment_or_prevention,251,TOC_INTERPOLATED,937,937,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,（1）治疗原则,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,,② 发现病猪应立即隔离治疗，防止互相传播。严重暴发时，曾与病猪接触过的同窝或同群猪也应连续注射3天以上的抗菌药物。
SFDUT2-TX-0191,SRC-0090,treatment_or_prevention,251,TOC_INTERPOLATED,938,938,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,（1）治疗原则,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,口服补液盐,③ 要采用内外兼治、全身治疗与局部治疗相结合的综合治疗措施。先清洗除去痂皮，然后注射和涂擦抗菌药物。要确保充足的饮水，对严重病例还要灌服口服补液盐或腹腔补液，防止脱水死亡。
SFDUT2-TX-0192,SRC-0090,candidate_fact,251,TOC_INTERPOLATED,940,940,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,（1）治疗原则,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,阿莫西林,④ 对群发且症状较重的断奶仔猪，也可隔离集中饲养，局部进行外科处理，在料中加喂 $70\%$ 阿莫西林300克/吨，连用1周。
SFDUT2-TX-0193,SRC-0090,dose_route_course,251,TOC_INTERPOLATED,944,944,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,(2）全身治疗,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,青霉素; 氨苄西林; 阿莫西林; 舒巴坦; 克拉维酸; 头孢噻呋; 地塞米松,① 肌注大剂量的青霉素类或头孢类药物，如注射用青霉素钠，5万单位/千克体重，2~3次/天；注射用氨苄西林钠，20毫克/千克体重，2~3次/天；注射用舒巴坦钠·氨苄西林钠，10毫克/千克体重，2次/天；阿莫西林·克拉维酸钾注射液，1毫升/10千克体重，1次/天；头孢噻呋钠，10毫克/千克体重，1次/天。如再配合地塞米松磷酸钠注射液，0.2毫克/千克体重，1次/天，效果更好。
SFDUT2-TX-0194,SRC-0090,dose_route_course,251,TOC_INTERPOLATED,945,945,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,(2）全身治疗,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,庆大霉素; 林可霉素; 地塞米松,② 林可霉素注射液，15毫克/千克体重，早晚各肌注一次；中午肌注庆大霉素注射液，8毫克/千克体重；再配合地塞米松磷酸钠注射液，0.2毫克/千克体重，1次/天。
SFDUT2-TX-0195,SRC-0090,dose_route_course,251,TOC_INTERPOLATED,946,946,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,(2）全身治疗,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,氧氟沙星; 恩诺沙星; 沙拉沙星,③ 氟喹诺酮类药物，如恩诺沙星、氧氟沙星、沙拉沙星等注射液，2.5~5毫克/千克体重，2次/天。
SFDUT2-TX-0196,SRC-0090,dose_route_course,252,TOC_INTERPOLATED,947,947,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,(2）全身治疗,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,磺胺,④ 复方磺胺对甲氧嘧啶钠注射液，肌内注射，一次量， $15\sim 20$ 毫克/千克体重， $1\sim 2$ 次/天。
SFDUT2-TX-0197,SRC-0090,treatment_or_prevention,252,TOC_INTERPOLATED,951,951,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,(2）全身治疗,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,红霉素; 林可霉素,（3）局部治疗 可加速康复和防止感染扩散。早期涂擦紫药水，较重者可用温热的消毒剂，如 $0.2\%$ 高锰酸钾或洗必泰、碘伏、百毒杀或双链季铵盐-碘消毒剂等浸泡 $5 \sim 10$ 分钟，待干固的痂皮发软后用毛刷擦洗，去掉痂皮，擦干后涂紫药水。也可涂擦自制的林可霉素软膏（林可霉素粉5克，加入鱼肝油或香油100毫升，混合均匀）或人用红霉素眼膏， $2 \sim 3$ 次/天，至痊愈。
SFDUT2-TX-0198,SRC-0090,treatment_or_prevention,252,TOC_INTERPOLATED,955,955,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,8. 预防,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,,本病主要是因皮肤损伤引起的，防止外伤是关键。要彻底净化并防止本病，应从环境卫生、控制母猪疥癣、减少仔猪创伤感染等方面入手，采取如下综合防治措施。
SFDUT2-TX-0199,SRC-0090,vaccination_or_immunization,252,TOC_INTERPOLATED,962,962,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,8. 预防,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,,（3）初乳的被动免疫有重要保护作用，要尽快吃足初乳。吃足初乳后，要尽早将8枚犬齿剪掉2/3并修平，防止争夺奶头时互相咬伤。
SFDUT2-TX-0200,SRC-0090,treatment_or_prevention,252,TOC_INTERPOLATED,964,964,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,8. 预防,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,,"(5) 发现病猪应立即隔离治疗, 并严格消毒, 防止进一步传播。个别严重感染或久治不愈的仔猪, 实践证明疗效不佳, 建议尽早淘汰, 减少环境污染。"
SFDUT2-TX-0201,SRC-0090,treatment_or_prevention,252,TOC_INTERPOLATED,965,965,第八章 猪细菌性传染病,第十一节 仔猪渗出性皮炎,8. 预防,,仔猪渗出性皮炎,DIS-050-staphylococcosis-exudative-epidermitis.md,,（6）及时防治猪疥癣，皮肤损伤很多情况是由疥癣引发剧痒而导致的。
SFDUT2-TX-0202,SRC-0090,candidate_fact,255,TOC_INTERPOLATED,1003,1003,第八章 猪细菌性传染病,第十二节 猪衣原体病,4. 临床症状,,猪衣原体病,,,（1）母猪流产 多发生在初产母猪，流产率可达 $40\%$ 以上。妊娠母猪感染衣原体后一般不表现出其他异常变化，只是在怀孕后期突然发生流产、早产、产死胎或产弱仔。流产多在临产前几周发生（妊娠 $92\sim 105$ 天），流产前无任何表现，体温正常，很少拒食或产后有不良病症。感染母猪有的整窝产出死胎，有的间隔地产出活仔和死胎；产弱仔猪体弱，初生重小（ $450\sim 700$ 克），拱奶无力，多在产后数小时至 $1\sim 2$ 天内死亡。有的表现为胎衣不下或不孕症等证候。曾感染过本病的经产怀孕母猪发病率较低，但是种公猪感染上本病并从精液传播，使用这样的公猪配种后，经产母猪群仍会再次发生流产。
SFDUT2-TX-0203,SRC-0090,treatment_or_prevention,256,TOC_INTERPOLATED,1012,1012,第八章 猪细菌性传染病,第十二节 猪衣原体病,4. 临床症状,,猪衣原体病,,青霉素; 磺胺; 地塞米松,（6）脑炎 各年龄段的猪有时出现神经症状，表现兴奋、尖叫，盲目冲撞或转圈运动，倒地后四肢呈现游泳状划动，不久死亡。青霉素配合磺胺嘧啶钠（不能混合，要分别肌注）和地塞米松治疗有效。
SFDUT2-TX-0204,SRC-0090,vaccination_or_immunization,256,TOC_INTERPOLATED,1025,1025,第八章 猪细菌性传染病,第十二节 猪衣原体病,6. 诊断,,猪衣原体病,,,猪衣原体病是一种多症状性传染病，所以对其诊断除了要根据流行病学、临床症状和病变特征外，主要依据实验室的检查（特异性血清抗体检测和病原分离鉴定）结果予以确诊。可无菌采集新鲜病料，主要包括流产母猪的有病变的胎衣，流产胎儿的肝、脾、肺及胃液，公猪精液，肺炎病例的肺、气管分泌物，肠炎病例的粪便及内脏，结膜炎病例眼分泌物棉拭子，脑炎病例的大脑，各类病猪血清，并及时送到有条件的兽医诊断实验室检查。主要是病原学分离、镜检，血清学酶联免疫吸附试验（ELISA）及聚合酶链反应（PCR），其中PCR诊断方法快速、可靠。
SFDUT2-TX-0205,SRC-0090,dose_route_course,257,TOC_INTERPOLATED,1029,1029,第八章 猪细菌性传染病,第十二节 猪衣原体病,7. 药物预防和治疗,,猪衣原体病,,青霉素; 土霉素; 金霉素; 四环素; 强力霉素; 泰乐菌素; 氟苯尼考,首选四环素类抗生素（强力霉素、金霉素、土霉素）进行预防和治疗。为了完全排除或抑制潜伏性感染，公母猪在配种前 $1 \sim 2$ 周，应按治疗水平通过饮水或混饲，连续给药 $2 \sim 3$ 周，治疗不充分时可引起复发。对怀孕母猪在产前 $2 \sim 3$ 周混饲 $10 \sim 15$ 天以预防新生仔猪感染本病。也可选用青霉素、氟苯尼考、大环内酯类（泰乐菌素、乙酰异戊酰泰乐菌素）等抗菌药物。在流行期，也可每吨饲料添加 $15\%$ 金霉素预混剂2000克或强力霉素150克（效价），母猪群体预防。为了防止出现耐药性，要合理交替用药。对出现临床症状的猪，可肌内注射辉瑞“得米先”（ $20\%$ 长效土霉素注射液），每10千克体重肌注1毫升，每3天1次，连用3次；或土霉素注射液，20毫升/千克体重，每天1次，连续治疗 $5 \sim 7$ 天；或肌注强力霉素注射液，3毫克/千克体重，每天1次，连用5天。
SFDUT2-TX-0206,SRC-0090,vaccination_or_immunization,257,TOC_INTERPOLATED,1039,1039,第八章 猪细菌性传染病,第十二节 猪衣原体病,8. 综合防控,,猪衣原体病,,,（3）建立和实施猪群的衣原体疫苗免疫计划
SFDUT2-TX-0207,SRC-0090,vaccination_or_immunization,257,TOC_INTERPOLATED,1041,1041,第八章 猪细菌性传染病,第十二节 猪衣原体病,8. 综合防控,,猪衣原体病,,,① 对血清学检查为阴性的种猪场，要给适繁母猪在配种前注射兰州兽医研究所研制的猪衣原体流产油佐剂灭活苗，以防感染，确保向商品猪场或市场提供无衣原体感染的健康种猪。在阳性猪场，对确诊感染了衣原体的种公猪和母猪予以淘汰，其所产仔猪不能作为种猪；未感染的种公猪和母猪应及时接种衣原体疫苗。
SFDUT2-TX-0208,SRC-0090,vaccination_or_immunization,257,TOC_INTERPOLATED,1042,1042,第八章 猪细菌性传染病,第十二节 猪衣原体病,8. 综合防控,,猪衣原体病,,,② 商品猪场要对繁殖母猪群用猪衣原体流产灭活苗在每次配种前1个月或配种后1个月免疫1次，种公猪每年免疫2次，每次皮下注射2毫升，连用 $2\sim 3$ 年。淘汰发病种公猪。
SFDUT2-TX-0209,SRC-0090,candidate_fact,259,TOC_INTERPOLATED,1063,1063,第八章 猪细菌性传染病,第十三节,1. 病原学,,,,青霉素; 四环素; 强力霉素,过去曾将猪附红细胞体列为立克次体目、无浆体科、附红细胞体属。但近几年，对病原的基因测序与种系遗传分析认为附红细胞体与支原体相似，无细胞壁，无鞭毛，对青霉素类不敏感，而对强力霉素等四环素类抗生素敏感，故将其更名为猪嗜血支原体。
SFDUT2-TX-0210,SRC-0090,vaccination_or_immunization,260,TOC_INTERPOLATED,1084,1084,第八章 猪细菌性传染病,第十三节,3. 致病机理,,,,,猪附红细胞体会改变红细胞的表面结构，使其变形，变形的红细胞影响血液流动性和对渗透压的抵抗力，经过脾脏时被清除，并发生溶血，致使猪只在急性感染阶段，可发生广泛的溶血性贫血。在猪附红细胞体与红细胞膜相互作用的过程中，红细胞膜受到不同程度的破坏，从而导致抗原暴露出来，这些抗原被自身免疫系统视为异物，猪体产生自身抗体，从而使被感染猪的红细胞发生溶血现象。此外，猪附红细胞体感染时，红细胞大量崩解破坏，也可引起贫血、溶血，致使血液稀薄，还会引起严重的酸中毒、低糖血症等。由于消耗性血凝固病理作用，使血凝时间延长，血栓数量增加，引起机体出血。
SFDUT2-TX-0211,SRC-0090,vaccination_or_immunization,260,TOC_INTERPOLATED,1086,1086,第八章 猪细菌性传染病,第十三节,3. 致病机理,,,,,猪附红细胞体可通过降低辅助性T细胞的功能，导致B细胞数量和各种免疫球蛋白的产生量减少，从而间接地抑制了机体的体液免疫应答。在当前的养猪业生产中，一方面，大量附红细胞体感染引起猪群的免疫抑制，增加了其他病原体（细菌、病毒、寄生原虫）感染的可能性；另一方面，猪群流行的一些免疫抑制性疾病，如猪圆环病毒、猪蓝耳病病毒、伪狂犬病病毒的感染，可成为猪发生附红细胞体病的一个重要诱因。两者之间在疾病发生上常互为因果关系，使感染猪的症状加剧，对养猪业的危害加重。
SFDUT2-TX-0212,SRC-0090,treatment_or_prevention,262,TOC_INTERPOLATED,1122,1122,第八章 猪细菌性传染病,第十三节,7. 诊断,,,DIS-024-classical-swine-fever-pestiviruses.md,维生素,应注意与温和型猪瘟、猪蓝耳病、链球菌病、猪流行性感冒、黄曲霉中毒、弓形体病、硒-维生素E缺乏症以及其他引起繁殖障碍和泌乳障碍的疾病等进行鉴别诊断。日龄较大的病猪，症状与猪流感相似，但猪流感用一般抗生素和退热药治疗有较好疗效，而附红细胞体病使用以上药物无效。附红细胞体病发病后期易与猪瘟相混淆，但猪瘟无贫血和黄疸症状，且表现为多发性败血症变化。附红细胞体病血液稀薄，有伤口会流血不止，且血液呈淡红色或水
SFDUT2-TX-0213,SRC-0090,dose_route_course,263,TOC_INTERPOLATED,1132,1132,第八章 猪细菌性传染病,第十三节,8. 综合防治,,,,土霉素; 强力霉素,（2）急性感染时，可肌注烟台绿叶“炎沙”注射液（ $20\%$ 长效土霉素），每千克体重0.1毫升，隔日一次，连用 $2 \sim 3$ 次，重症每天一次；或辉瑞“得米仙”；也可肌注 $5\%$ 强力霉素注射液，每千克体重0.2毫升，每天1次，连用 $3 \sim 5$ 天。
SFDUT2-TX-0214,SRC-0090,candidate_fact,263,TOC_INTERPOLATED,1134,1134,第八章 猪细菌性传染病,第十三节,8. 综合防治,,,,,（3）对发病初生不久的贫血仔猪，可注射铁制剂“牲血素”1毫升，至2周龄时再注射“牲血素”2毫升。对慢性病例，也要补铁，依体重大小肌注“牲血素” $2\sim 3$ 毫升。
SFDUT2-TX-0215,SRC-0090,treatment_or_prevention,263,TOC_INTERPOLATED,1136,1136,第八章 猪细菌性传染病,第十三节,8. 综合防治,,,,金霉素; 四环素; 多西环素; 强力霉素; 磺胺; 阿散酸,（4）在常发地区和流行时节，对病猪群饲料中添加四环素类抗生素或砷制剂预防。如每吨饲料中添加 $15\%$ 金霉素预混剂2000克或回盛生物的“附红特乐”（有效成分盐酸多西环素及增效剂）1000克，或强力霉素可溶性粉150克（效价）+磺胺增效剂（TMP）20克，连用 $7\sim 10$ 天；也可每吨饲料中添加阿散酸180克，连用1周，以后改为90克，连用15天。
SFDUT2-TX-0216,SRC-0090,candidate_fact,263,TOC_INTERPOLATED,1138,1138,第八章 猪细菌性传染病,第十三节,8. 综合防治,,,,敌百虫; 伊维菌素,（5）为阻断疥螨、虱等的传播途径和防止再感染的发生，病猪可皮下注射 $1\%$ “绿伊素”（长效复方伊维菌素）注射液，每10千克体重0.3毫升（且莫盲目加量），10天后同等剂量补注一次。同时用 $20\%$ 速灭丁（杀灭菊酯）250倍液或 $2\%$ 敌百虫液喷洒猪舍地面、墙壁下部和围栏，以杀灭环境中的螨虫，防止体外寄生虫的反复感染，从而有助于控制本病的发生。
SFDUT2-TX-0217,SRC-0090,vaccination_or_immunization,263,TOC_INTERPOLATED,1140,1140,第八章 猪细菌性传染病,第十三节,8. 综合防治,,,,,（6）在进行免疫接种和药物注射时，每头猪都要更换1个针头。阉割、断尾、去犬齿、打耳号等所用器械要严格消毒，防止血源性感染。加强生物风险管理和兽医卫生，及时杀灭蚊蝇等吸血昆虫；加强饲养管理，减少各种应激。
SFDUT2-TX-0218,SRC-0090,candidate_fact,265,TOC_INTERPOLATED,1158,1158,第九章,第一节 猪疥螨病,1. 立即对有瘙痒临床表现的病猪隔离治疗,,猪疥螨病,DIS-055-external-parasites-mange.md,伊维菌素; 多拉菌素,① 皮下注射杀螨制剂，选用法国施维雅“伊能净”（1%伊维菌素注射液），或美国辉瑞“通灭”（1%多拉菌素注射液），每10千克体重0.3毫升。
SFDUT2-TX-0219,SRC-0090,treatment_or_prevention,265,TOC_INTERPOLATED,1160,1160,第九章,第一节 猪疥螨病,1. 立即对有瘙痒临床表现的病猪隔离治疗,,猪疥螨病,DIS-055-external-parasites-mange.md,,② 药浴或喷洒疗法， $20\%$ 杀灭菊酯（速灭杀丁）乳油，300倍稀释，全身药浴或喷雾治疗。注意：必须全身都喷到，并用该药液喷洒圈舍地面、猪栏及近地面之墙壁，以消灭散落的虫体。药浴或喷雾治疗后，再在耳廓内侧涂擦自配软膏（杀灭菊酯与凡士林，按1:100的比例配制）。因此药无杀卵作用，根据疥螨的生活发育史，在第一次用药后 $7 \sim 10$ 天要接着进行第2次同样的治疗，以消灭孵化出的螨虫。
SFDUT2-TX-0220,SRC-0090,candidate_fact,265,TOC_INTERPOLATED,1162,1162,第九章,第一节 猪疥螨病,1. 立即对有瘙痒临床表现的病猪隔离治疗,,猪疥螨病,DIS-055-external-parasites-mange.md,伊维菌素,③ 饲料中添加 $0.6\%$ 伊维菌素预混剂（中美合资中佳大地、诺华生产），每吨饲料添加本品300克，连用7天。或每吨饲料添加大北农“帝诺玢”（ $0.2\%$ 伊维菌素预混剂）1000克，连用7天。
SFDUT2-TX-0221,SRC-0090,treatment_or_prevention,265,TOC_INTERPOLATED,1170,1170,第九章,第一节 猪疥螨病,3. 加强防控与净化,,猪疥螨病,DIS-055-external-parasites-mange.md,,猪疥螨病是一种具有高度接触传染性的外寄生虫病，患病公猪通过交配传给母猪，患病母猪又将其传给哺乳仔猪，转群后断奶仔猪之间又互相接触传染。如此，形成恶性循环，永无休止。此外，病猪搔痒脱落在外界环境中的疥螨虫体和虫卵污染的栏舍、用具等也是重要传染源。因此简单地用药治疗患病个体，不能从根本上解
SFDUT2-TX-0222,SRC-0090,treatment_or_prevention,265,TOC_INTERPOLATED,1172,1172,第九章,第一节 猪疥螨病,3. 加强防控与净化,,猪疥螨病,DIS-055-external-parasites-mange.md,,决问题。另外，疥螨病在多数猪场得不到很好控制的主要原因，在于对其危害性认识不足，在某种程度上，由于对该病的隐性感染和流行病学缺乏了解，饲养人员缺乏对猪耳损伤的检查，又常把生长猪过敏反应型螨病所致瘙痒这一主要症状，当作一种正常现象而不以为然，既忽视治疗，又忽视防控和净化，从而难以控制本病的发生和流行。
SFDUT2-TX-0223,SRC-0090,treatment_or_prevention,265,TOC_INTERPOLATED,1174,1174,第九章,第一节 猪疥螨病,3. 加强防控与净化,,猪疥螨病,DIS-055-external-parasites-mange.md,,本病比较有效的控制方法和措施是：病猪隔离治疗与全场猪只预防结合起来，治疗预防与环境杀虫结合起来，才能收到事半功倍的效果。
SFDUT2-TX-0224,SRC-0090,candidate_fact,265,TOC_INTERPOLATED,1176,1176,第九章,第一节 猪疥螨病,3. 加强防控与净化,,猪疥螨病,DIS-055-external-parasites-mange.md,,(1) 皮下注射“伊能净”
SFDUT2-TX-0225,SRC-0090,candidate_fact,265,TOC_INTERPOLATED,1177,1177,第九章,第一节 猪疥螨病,3. 加强防控与净化,,猪疥螨病,DIS-055-external-parasites-mange.md,,① 妊娠母猪分娩前 $10 \sim 15$ 天皮下注射一次，种公猪必须每年至少注射两次，或全场一年两次全面注射（种公、母猪，春秋各一次）。
SFDUT2-TX-0226,SRC-0090,candidate_fact,265,TOC_INTERPOLATED,1182,1182,第九章,第一节 猪疥螨病,3. 加强防控与净化,,猪疥螨病,DIS-055-external-parasites-mange.md,伊维菌素,(2) 饲料中添加“伊力坦”（0.6%伊维菌素预混剂）每吨饲料添加本品300克，连用7天。适用于上述各阶段猪。优点是使用方便，无应激。
SFDUT2-TX-0227,SRC-0090,treatment_or_prevention,266,TOC_INTERPOLATED,1189,1189,第九章,第二节 仔猪球虫病,第二节 仔猪球虫病,,仔猪球虫病,DIS-041-neonatal-post-weaning-colibacillosis.md,,猪球虫病是由猪等孢球虫寄生于猪小肠上皮细胞而引起的一种原虫病，呈全球性分布，主要危害集约化猪场 $8 \sim 15$ 日龄仔猪群，以腹泻（排淡黄色糯糊状稀粪）、脱水、体重下降和死亡为主要特征，故又称“十日龄腹泻”。抗生素治疗无效，在临床上易与仔猪黄痢、白痢和轮状病毒等引起的仔猪腹泻相混淆，常造成误诊，延误了治疗时机，影响仔猪群整齐度、断奶体重、断奶成活率、饲料
SFDUT2-TX-0228,SRC-0090,vaccination_or_immunization,267,TOC_INTERPOLATED,1205,1205,第九章,第二节 仔猪球虫病,2. 流行病学及感染途径,,仔猪球虫病,DIS-057-coccidia-and-other-protozoa.md,,（2）传染源与感染途径 病仔猪和带虫母猪是主要传染源。在仔猪直接接触的环境中，卵囊可能无处不在，如在圈舍的地板上或黏附在母猪的乳头上。仔猪出生后的最初几天内，经口摄入孢子化的感染性卵囊，从而发生感染。在人工感染模型中，猪饲养在适宜的管理条件下（即圈舍气候、卫生、饲料），每头仔猪仅接种 $10^{4}$
SFDUT2-TX-0229,SRC-0090,candidate_fact,268,TOC_INTERPOLATED,1207,1207,第九章,第二节 仔猪球虫病,2. 流行病学及感染途径,,仔猪球虫病,DIS-057-coccidia-and-other-protozoa.md,,个卵囊即可引起感染。而在感染仔猪的环境中，1克粪便中可能含有 $10^{5}$ 或更多的卵囊。1个完整的发育史即从虫体侵入到发育感染阶段仅需几天时间，因此出生后的最初 $10\sim 14$ 天内，产仔舍中的感染机会可能会快速发展。
SFDUT2-TX-0230,SRC-0090,treatment_or_prevention,268,TOC_INTERPOLATED,1209,1209,第九章,第二节 仔猪球虫病,2. 流行病学及感染途径,,仔猪球虫病,DIS-057-coccidia-and-other-protozoa.md,,（3）流行特点 仔猪发生球虫病主要是由于接触分娩舍地板、器具上残留的球虫卵囊而感染，母猪粪便中的卵囊也可能引起仔猪发病。潮湿有利于球虫的发育和生存，故多发生于潮湿多雨季节。特别是没有漏缝地板的分娩舍，猪球虫病的发病率相对较高。缺乏经验的兽医经常误诊为细菌性腹泻，因应用抗生素治疗无效而延误治疗时机，造成损失。一般来说，猪场饲养管理不良，猪舍阴暗、潮湿、通风不良、卫生条件差，仔猪球虫病的发病率较高，并且一年四季均可发生。如果混合感染细菌性和病毒性疾病，损失更为严重。
